rho,num_trains,k,time,time_first_solution,solution_found,num_movements
2,30,5,923.7500891685486,923.7500891685486,True,160
2,30,2,513.6989617347717,513.6989617347717,True,164
2,30,1,422.00680327415466,422.00680327415466,True,155
2,30,5,903.6813399791718,903.6813399791718,True,157
2,30,2,566.4477777481079,566.4477777481079,True,150
2,30,3,649.4264616966248,649.4264616966248,True,173
2,30,3,665.509872674942,665.509872674942,True,148
2,30,11,1877.3650007247925,1877.3650007247925,False,177
3,30,2,533.3275010585785,533.3275010585785,True,182
3,30,3,766.4103429317474,766.4103429317474,True,169
3,30,2,556.6504397392273,556.6504397392273,True,173
3,30,11,1594.3420100212097,1594.3420100212097,True,147
3,30,6,1097.0379343032837,1097.0379343032837,True,186
3,30,12,1903.0925059318542,1903.0925059318542,False,180
3,30,7,1093.2092747688293,1093.2092747688293,True,206
3,30,5,861.918755531311,861.918755531311,True,165
3,30,5,895.5498707294464,895.5498707294464,True,186
3,30,3,623.3267440795898,623.3267440795898,True,167
3,30,10,1875.2904269695282,1875.2904269695282,False,156
3,30,14,1835.6285955905914,1835.6285955905914,False,155
3,30,3,620.0232217311859,620.0232217311859,True,161
3,30,3,645.0967698097229,645.0967698097229,True,172
3,30,8,1291.2854273319244,1291.2854273319244,True,165
3,30,14,1866.987536430359,1866.987536430359,False,193
3,30,2,533.445948600769,533.445948600769,True,169
3,30,5,960.2755391597748,960.2755391597748,True,165
3,30,5,968.0261924266815,968.0261924266815,True,181
3,30,14,1870.4965703487396,1870.4965703487396,False,155
3,30,2,635.1369004249573,635.1369004249573,True,155
3,30,4,829.6567378044128,829.6567378044128,True,158
3,30,9,1298.8617820739746,1298.8617820739746,True,165
3,30,11,1428.621645450592,1428.621645450592,True,166
3,30,14,1828.3284704685211,1828.3284704685211,False,159
3,30,3,754.2493524551392,754.2493524551392,True,181
3,30,12,1876.4223980903625,1876.4223980903625,False,173
3,30,3,798.0114419460297,798.0114419460297,True,170
3,30,4,748.0874354839325,748.0874354839325,True,171
3,30,13,1870.1307301521301,1870.1307301521301,False,176
3,30,13,1821.221083164215,1821.221083164215,False,167
3,30,4,751.6437120437622,751.6437120437622,True,169
3,30,12,1905.055692911148,1905.055692911148,False,153
3,30,5,788.3105521202087,788.3105521202087,True,147
3,30,3,634.572149515152,634.572149515152,True,164
3,30,6,960.4747350215912,960.4747350215912,True,155
3,30,13,1825.9850509166718,1825.9850509166718,False,158
3,30,13,1824.9579231739044,1824.9579231739044,False,145
3,30,4,815.739901304245,815.739901304245,True,178
3,30,2,553.2235660552979,553.2235660552979,True,177
3,30,8,1175.8330175876617,1175.8330175876617,True,169
3,30,14,1803.2976429462433,1803.2976429462433,False,162
3,30,14,1906.4338462352753,1906.4338462352753,False,172
3,30,4,757.7203702926636,757.7203702926636,True,169
3,30,1,377.53445076942444,377.53445076942444,True,166
3,30,9,1656.230515241623,1656.230515241623,True,163
3,30,10,1841.0354988574982,1841.0354988574982,False,178
3,30,1,430.19371247291565,430.19371247291565,True,165
3,30,5,823.4896295070648,823.4896295070648,True,150
3,30,12,1611.47815990448,1611.47815990448,True,164
3,30,3,696.3711910247803,696.3711910247803,True,162
3,30,12,1856.701982975006,1856.701982975006,False,148
3,30,8,1442.508706331253,1442.508706331253,True,171
3,30,5,856.9456782341003,856.9456782341003,True,143
3,30,4,692.275139093399,692.275139093399,True,159
3,30,5,907.0227642059326,907.0227642059326,True,163
3,30,3,626.0900368690491,626.0900368690491,True,174
3,30,11,1889.0390276908875,1889.0390276908875,False,158
3,30,13,1811.1730329990387,1811.1730329990387,False,155
3,30,4,760.6657164096832,760.6657164096832,True,168
3,30,4,785.4513235092163,785.4513235092163,True,156
3,30,11,1843.2240681648254,1843.2240681648254,False,163
3,30,6,995.7411239147186,995.7411239147186,True,167
3,30,5,1026.593210697174,1026.593210697174,True,162
3,30,4,750.7395787239075,750.7395787239075,True,163
3,30,6,1144.2852101325989,1144.2852101325989,True,167
3,30,2,522.497542142868,522.497542142868,True,180
3,30,3,591.6298277378082,591.6298277378082,True,156
3,30,15,1832.4522309303284,1832.4522309303284,False,184
3,30,1,373.25929284095764,373.25929284095764,True,153
3,30,3,711.5960917472839,711.5960917472839,True,182
3,30,4,766.9575414657593,766.9575414657593,True,150
3,30,15,1882.721987247467,1882.721987247467,False,158
3,30,3,690.3130872249603,690.3130872249603,True,151
3,30,2,488.0879592895508,488.0879592895508,True,166
3,30,2,471.75527453422546,471.75527453422546,True,168
3,30,2,549.1921126842499,549.1921126842499,True,149
3,30,6,926.622638463974,926.622638463974,True,162
3,30,7,1095.6971879005432,1095.6971879005432,True,173
3,30,8,1181.5976660251617,1181.5976660251617,True,149
3,30,5,844.4294879436493,844.4294879436493,True,163
3,30,1,413.90371346473694,413.90371346473694,True,150
3,30,1,431.7583336830139,431.7583336830139,True,149
3,30,6,974.6461505889893,974.6461505889893,True,158
3,30,8,1157.7147359848022,1157.7147359848022,True,156
3,30,4,809.6545212268829,809.6545212268829,True,170
3,30,3,645.5936720371246,645.5936720371246,True,167
3,30,2,544.3440754413605,544.3440754413605,True,181
3,30,5,865.5936317443848,865.5936317443848,True,158
3,30,5,911.6351647377014,911.6351647377014,True,183
3,30,6,992.9813191890717,992.9813191890717,True,149
3,30,14,1915.3308923244476,1915.3308923244476,False,162
3,30,5,841.999650478363,841.999650478363,True,164
3,30,1,382.09609270095825,382.09609270095825,True,162
3,30,2,515.9164459705353,515.9164459705353,True,153
3,30,2,531.2003107070923,531.2003107070923,True,164
3,30,4,743.6344339847565,743.6344339847565,True,151
3,30,3,638.2505226135254,638.2505226135254,True,170
3,30,1,487.48199701309204,487.48199701309204,True,148
3,30,12,1860.2239923477173,1860.2239923477173,False,164
